HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EFFDT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~JOBCODE::VARCHAR~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~DESCR::VARCHAR~&~	~&~DESCRSHORT::VARCHAR~&~	~&~BUSINESS_UNIT::VARCHAR~&~	~&~DEPTID::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~STATUS_DT::TIMESTAMP~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~STD_HRS_DEFAULT::DECIMAL~&~	~&~STD_HRS_FREQUENCY::VARCHAR~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00020271'~&~	~&~'-2177431200000'~&~	~&~'37C1865A90B0E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research Assistant'~&~	~&~'Research A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00020271'~&~	~&~'1104728400000'~&~	~&~'37C1865A90C1E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Research Assistant'~&~	~&~'Res Assist'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00020348'~&~	~&~'-2177431200000'~&~	~&~'37C1865A90B1E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001001'~&~	~&~'A'~&~	~&~'Research Associate'~&~	~&~'Research/A'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'TE'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'00020348'~&~	~&~'1164949200000'~&~	~&~'37C1865A90CFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004024'~&~	~&~'A'~&~	~&~'Research Associate'~&~	~&~'Research/A'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00020665'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FC4E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Research Asst Summer Only'~&~	~&~'ResAstSum'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00020716'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9083E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002380'~&~	~&~'A'~&~	~&~'Research Supervisor'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00020748'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F8BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002200'~&~	~&~'A'~&~	~&~'Research Supervisor'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00021184'~&~	~&~'-2177431200000'~&~	~&~'37C1865A901FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research Supervisor'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021506'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9020E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021506'~&~	~&~'1136437200000'~&~	~&~'37C1865A902CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021506'~&~	~&~'1137301200000'~&~	~&~'37C1865A902DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'-2177431200000'~&~	~&~'37C1865A90B2E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-BI'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'1077685200000'~&~	~&~'37C1865A90BEE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'1084770000000'~&~	~&~'37C1865A90BFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'1085461200000'~&~	~&~'37C1865A90C0E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'1186372800000'~&~	~&~'37C1865A90D2E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'1186632000000'~&~	~&~'37C1865A90D3E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021694'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F6CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000120'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FLX'~&~	~&~]RECORD
RECORD[~&~	~&~'00021695'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9084E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000120'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FLX'~&~	~&~]RECORD
RECORD[~&~	~&~'00021696'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F6DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000120'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FLX'~&~	~&~]RECORD
RECORD[~&~	~&~'00021697'~&~	~&~'-2177431200000'~&~	~&~'37C1865A904CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000061'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FAX'~&~	~&~]RECORD
RECORD[~&~	~&~'00021767'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FA3E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00021768'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9021E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00022120'~&~	~&~'1038805200000'~&~	~&~'37C1865A8F3CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001636'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'1038805200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'00022120'~&~	~&~'1051765200000'~&~	~&~'37C1865A8F3BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001636'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'1038805200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'00022120'~&~	~&~'1120194000000'~&~	~&~'37C1865A8F3AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001636'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'1038805200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'00022127'~&~	~&~'1038718800000'~&~	~&~'37C1865A8FCAE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000140'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1039064400000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSP'~&~	~&~]RECORD
RECORD[~&~	~&~'00022127'~&~	~&~'1051765200000'~&~	~&~'37C1865A8FC9E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003829'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1039064400000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'T'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSP'~&~	~&~]RECORD
RECORD[~&~	~&~'00022256'~&~	~&~'1038718800000'~&~	~&~'37C1865A904DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000106'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'N'~&~	~&~'20.00'~&~	~&~'W10C'~&~	~&~'T'~&~	~&~'0.50'~&~	~&~'AC2'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00022258'~&~	~&~'1038718800000'~&~	~&~'37C1865A9085E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00022258'~&~	~&~'1152676800000'~&~	~&~'37C1865A9097E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00022259'~&~	~&~'1041397200000'~&~	~&~'37C1865A8F9DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1041397200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00022704'~&~	~&~'1038718800000'~&~	~&~'37C1865A8FD7E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000140'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PHYS'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSP'~&~	~&~]RECORD
RECORD[~&~	~&~'00022769'~&~	~&~'1038718800000'~&~	~&~'37C1865A8FF6E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00022771'~&~	~&~'1038718800000'~&~	~&~'37C1865A8FC8E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000105'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00022783'~&~	~&~'1038718800000'~&~	~&~'37C1865A8FA1E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000105'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1038718800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00022907'~&~	~&~'1050382800000'~&~	~&~'37C1865A9086E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1050382800000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00023065'~&~	~&~'1041397200000'~&~	~&~'37C1865A8F95E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000106'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1041397200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'SUM'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'AC2'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00023189'~&~	~&~'1041397200000'~&~	~&~'37C1865A9088E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000193'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1051765200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'SUM'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'AC3'~&~	~&~'SRS'~&~	~&~]RECORD
RECORD[~&~	~&~'00023272'~&~	~&~'1052283600000'~&~	~&~'37C1865A9051E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001001'~&~	~&~'A'~&~	~&~'Research/Associate'~&~	~&~'Research/A'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'1052283600000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'TE'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'00023275'~&~	~&~'1051765200000'~&~	~&~'37C1865A9023E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000204'~&~	~&~'A'~&~	~&~'S/L Pathologist'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'1051765200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'W'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'HR'~&~	~&~'HR'~&~	~&~]RECORD
RECORD[~&~	~&~'00023278'~&~	~&~'1051765200000'~&~	~&~'37C1865A8F4BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000205'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Sci/Schol'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'1051765200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'WP'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'HP'~&~	~&~'HP'~&~	~&~]RECORD
RECORD[~&~	~&~'00023281'~&~	~&~'1051765200000'~&~	~&~'37C1865A9052E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000218'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Scientist/'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'1051765200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'W'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'HS'~&~	~&~'HS'~&~	~&~]RECORD
RECORD[~&~	~&~'00023368'~&~	~&~'1041397200000'~&~	~&~'37C1865A8FFCE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000023'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Sci/Schol'~&~	~&~'IUBLA'~&~	~&~'BL-NEUS'~&~	~&~'A'~&~	~&~'1041397200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~]RECORD
RECORD[~&~	~&~'00023368'~&~	~&~'1149480000000'~&~	~&~'37C1865A900AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000023'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Scientist/'~&~	~&~'IUBLA'~&~	~&~'BL-NEUS'~&~	~&~'A'~&~	~&~'1041397200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00023440'~&~	~&~'1051765200000'~&~	~&~'37C1865A90B6E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000186'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Scientist/'~&~	~&~'IUINA'~&~	~&~'IN-PSY'~&~	~&~'A'~&~	~&~'1051765200000'~&~	~&~'N'~&~	~&~'0.01'~&~	~&~'SUM'~&~	~&~'T'~&~	~&~'0.00'~&~	~&~'AC3'~&~	~&~'SGR'~&~	~&~]RECORD
RECORD[~&~	~&~'00023485'~&~	~&~'1041397200000'~&~	~&~'37C1865A905AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Sci/Schol'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1057035600000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00023523'~&~	~&~'1051765200000'~&~	~&~'37C1865A8FA2E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003830'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Scientist/'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1041397200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'T'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00023544'~&~	~&~'1054443600000'~&~	~&~'37C1865A905BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'003830'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Sci/Schol'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1054443600000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'T'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FVX'~&~	~&~]RECORD
RECORD[~&~	~&~'00023644'~&~	~&~'1055394000000'~&~	~&~'37C1865A905CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Sci/Schol'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1055394000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00023644'~&~	~&~'1156132800000'~&~	~&~'37C1865A906CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Scientist/Scholar'~&~	~&~'Scientist/'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1055394000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
